Comment,Kind of offensive language
nie mieć jak lans nierobie za pieniądz podatnik,0
a to ja przepraszać nie mieć wczoraj czas na tt smiling_face_with_sunglasses,0
tysiąc miejsce zająć dzisiaj prawie bilet sprzedać z ten okazja za chwila nagroda beaming_face_with_smiling_eyes,0
to ja chyba tylko kolor porównywałem,0
ej słuchać co zajebisty wymyśliłam nijaki być dobry argument bonnie z pamiętnik wampir nnb nnie,0
im więcej problem w państwo ten dużo wykonać wyrok,0
widzieć śliczny sukienka ale nie być mały rozmiar niż i być za duży dany,0
polskę ten kompromitować taki jak ty oszołomić,1
beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes teraz to ja pani bawić ten pasek a widzieć pani swój szyja,1
nie ale jeśli ktoś wypominać levadia to niech bedzie obiektywny i wspomnieć też inny wynik,0
o nasz mecz z rio ave można powiedzieć podobnie winning_face,0
w suma to polubić już zajęcie z konstrukcja przekaz reklamowy i prowadzić być świetny,0
ej chciałabym do samorząd w suma hahaha,0
tez nie mieć snap hahahahaha,0
ileż można o to wilusz,0
a po polski to jak to będzie,0
a skąd on wiedzieć jak być w inny kluba niech się wypowiadać o kluba w który grać,0
i ten wisła który się bawić z każdy w ofensywa w bialymstoku mieć pół sytuacja,0
zapytałem szwagierek mówić że mieć konto w powerbank,0
mięciuteńki straszliwie tam być ręka na ciało a nie jakiś szarpanie tylko że nie do varu,0
pajacu jak podawać przepis to mieć on znać na pamięć inaczej robić z siebie idiota tak jak teraz,0
zdejmować dziadek okular zakładać babcia i być n smiling_face_with_sunglasses,0
w koniec jakiś ciekawy wywiad,0
jak tam widziałeś czerwony to rzeczywiście wyjść,0
skoro zarząd pozwalać na taki cyrk to niestety potrwać to rok,0
pisać się że drużyna daleko grać w widzenie zawsze można mieść mocny skład w liga,0
znawca wszystko czyli nic od bydło po powidło,0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy słowo odpowiedni żaden słownik nie zawierać,0
jacek putnocky nielsenwidzę że brać się za odmładzanie skład,0
ty się chyba debil nie słyszeć ty tekst to się po noc uczyć czy mieć słuchawka w ucho,1
lub kibic w gliwicach winning_face_with_tongue,0
no właśnie być dobry winning_face_with_tongue,0
no wziąć nie rob taki mina,0
szczekać to móc taki jak ty delegalizacja,0
bo być słowacki to teraz czas na obrońca,0
nie mieć taki opcja oszust i kłamca w rola główny to jeszcze świat nie widzieć,0
nie być zły chodzić w szpilki cokolwiek byś nie założyć to szpilka choć trochę pomóc xd,0
jakby być definitywny to trochę slabo face_with_tears_of_joy,0
a co się tak pieniedzmi nagle przejmować jak chciala rozwiazania kontrakt z znova czy pop to kasa juz nie wazna,0
oskar łąka definitywnie odejść z wisły następne,0
gratulacja dzięka za dotrzymanie słowo że dzisiaj koniec zasłużyć,0
jezu co zagrać suarez i cavani,0
na pewno łatwo by być znaleźć określić i poprawić problem,0
można dlatego nasz poziom piłkarski być bardzo słaby wczoraj,0
wybaczyć ale nie sądzić aby główny problem kadra być zły powołanie na numer w kadra,0
jeśli nie móc wyglądać tak jaknperrie edwardsntroian bellisarionto whats the pointa of existing,0
nadal i djokovic to się w suma cieszyć bo ten kto w on mecz wygrać będzie praktycznie zwycięzca turniej,0
mówić że onr lize dope face_with_tears_of_joy,0
wysłać on jutro lista od kibic cracovii że chcieć odejście filipiakaciekawe czy też opublikować,0
a kiedy zacząć zbiórka na krówka i świnka,0
no to skąd wiedziałeś czy stopklatka być zrobić w odpowiedni moment nie kompromitować się,0
iza dziewczyna cud miód malina beaming_face_with_smiling_eyes,0
zaraz pół mój instagrama i cały twitter będzie na koncert eda i być jeszcze ja,0
z tamten adama dziś już nica nie zostać ale czepianie się on za brat i ojciec osobiście nie popierać,0
pluć na polskę to my będziemy pluć na wy,1
móc też być kołderka smiling_face_with_hearteyes,0
dlaczego średnio w decydować o awans widzewa czerwiec być piłkarz miesiąc,0
błedem być ściganie zawodnik który my mieszać byleby osiągnąć cela,0
każdy kto choć trochę się orientować w ten sprawa wiedzieć że na hutnik nie mieć oświetlenie,0
malina dal reklame za darmo ponoć caly marsz niepodleglosci ubrać prawda to redbad,0
niech wejść na luza i pewnie tak żeby nie musieć zostawiać dokument milion osoba tak przemycić,0
cie zaraz piana jak nie zacząć myśleć,1
bo byliśmy bez forma to oczywisty przecież to też napisałem,0
być juz aktualizacja skład czy jakis dodatek ściągałem,0
komentarz raz a dwa słyszeć trybuna zastanawiać się czy ten kto wymyślić mecz w północny obejrzeć choć jeden,0
mieć nadzieja że nigdy dużo czekać na rychły delegalizacja,0
a ty nigdy nie robić dwa rzecz jednocześnie na_przykład iść i żuć guma,0
o wielki obramienie sukces,0
ty kurwa nie pierdolić w tv bo sie używać chcieć,1
problem być to że jak sobie coś ubzdurać to myślić że zawsze mieć racja bo być wszechwiedzący,0
taki blaszczykowski teza za co do repry żeby być z wbijać szpilka do lega,0
często wracać do ten kawałek,0
a pisdzielstwo szczur gad plazy popromienny azbestowy,1
omg ale być wyjechać po ten wykład,0
jak zarycki być twój informator to ten info można w kibel spuścić,0
ale karolina ostatnio być w tvp winning_face_with_tongue,0
name,0
u ja też wyświetlać właściwy kolor smiling_face_with_smiling_eyes,0
najpierw kasza późno przyjemność a kiedyś wolność ale wy klękać bez obawa zostać i tak bez wy,0
no oba państwo wyglądać jak rodzeństwo i taki żółć oba,0
no kurwa ty mieć nie rządzić madz nie rządzić,0
derri mina złoto piłka beaming_face_with_smiling_eyes,0
jeszcze nie mieć plan wykonanie,0
śląsk wrocław mieć jakiś drugi podmiot że wystawiać drugi zespół w baraż,0
personalnie do ten pani przyjrzeć się sobie,0
nie wiedzieć jak barcelona i real otrząsnąć się po utrata tak ważny piłkarz jak paulinho i cristiano ronaldo,0
polski zrealizować nasz cela w ue na szczyt z nawiązek podać daleko rt koniecznie potrzebny dziękować smiling_face_with_smiling_eyes n,0
a my nie mieć helikopter rakieta łódź podwodny a mieć wot w który ja biegać,0
a co oczekiwałeś przedłużyć z ktoś kontrakt to poinformować,0
jeszcze podolski od jakiś czas,0
przepraszać nie wpaść na to że pokazywać środkowy palec naród który ponad podział cześć pod_wezwaniem móc ktoś obrazić worek,0
ahhh myślałam że na jakiś inny strona,0
źle miałeś napisać że nie móc więcej zdradzić,0
pan w tło z lewy to z mop zasuwać,0
czy naprawdę trzeba publicznie przyznawać się do nieprzygotowania do mecz drogi pan komentator kwestia sheridan,0
na tt ten beznadziejny gadka o nic to już woleć sam z sobą,0
pamiętać z ja daleko do ty nie mieć face_with_tears_of_joy,0
pomysł sobie z ja oblać bo z pełny świadomość wjebalam się na rondo xd widzieć to taki mały błąd ewentualnie,0
być ten hołota tutaj całkiem sporo napewno się udzielać,0
hejka hejka sejonarka w czwartka o juz do domek,0
mistrz człowiek mem jedyny na świat,0
york czy leszek miller,0
kiedys kazdy kopniak bez piłka czerwony a jeśli to być tylko położenie ręka na głowa to nie mieć o co rozmawiac,0
morawieckiego coś nie iść w namyslowie teraz jako były prezes bzk wbk przedstawiać się jaki ten który zwalczać zachodni korporacja,0
no widzieć a zwycięski asysta w ten mecz zanotować griezmann mvp bardzo wartościowy zawodnik,0
do dom bo ten rózga dupa ty mały,1
jak on pierwszy raz usłyszeć ten miałam siarka na cały ciało,0
kibic nigdy nie pozwolić na to żeby po raz kolejny być trener,0
teraz zamykać nos i mowa cały polski z wy sie śmiać komunista i zlodzieje,1
on tata tłumaczyć konferencja przy okazja mecz z rio ave w vila do conde,0
a wyśmiewanie lionel być być po skazaniu on za oszustwo podatkowy bo jakoś przeoczyłem,0
życzyć getto mistrz bo zasługiwać na to grać sezon na wysoki poziom,0
plakata widzieć tak z wymiana spojrzenie a na kolano lizać on po stopa,1
pan zdanie nie interesować polak red_exclamation_mark wpychać się pan niemiecki śmierdzić onuca red_exclamation_mark,1
móc ale jakoś nie chcieć ja się wierzyć że tak to wyglądać,0
być około wątek jerzego i zupa w przyjaciółka to dobry co tam być kiedykolwiek,0
ostatnio się zrobić polityczny chyba studium wnieść ja za mocno,0
badziewny zespół a i tak anglicy być o krok od strata punkt,0
nawet pas to dla wy za duży wyzwanie co widać po twój profilowymmistrzowie oprawa,0
nie chodzić ja o to że się cieszyłeś z upadek wisły tylko że mieć czarny humor że się z wisły na chojnice przerzuciłem,0
ten drużyna powstać za czas popsl,0
hołd to się oddawać bohater,0
a co mieć procent zapewnienie pojemnosci do frekwencja po za to co to być na taki malym stadion,0
spółka srebrny kapitała milion w zarząd sekretarka i kierowca jaracza,0
haha a ile ty zapraszać do studium co pierdtakie głupota,0
kto chcieć zrobić z mna tea parta,0
ale za to wystąpić równie błyskotliwyinteligentny merytorycznybystry poseł kieeerwiiinski,0
no gdzie wszystko zależeć od lecha w ostatni kolejka dzień,0
mój morda to taki spierdolenie z zaraz rybny,0
no w różny miejsce lud seks uprawiać dać spokój,0
około boleć boleć czarny database morderca irlandzki kobieta i sierota do kruchta i pokutować do koniec życie za swój występek,0
czemu żaden tramwaj nie jechać wtf,0
tak statystyka to kłamstwo za ten wyciągnięcie jeden sytuacja z minutowy mecz to bezcenny dowód,0
zamiast to można znaleźć grafika na różny ekran telebim w miasto,0
niby sam świnia a nica nie wiedzieć,0
ale co to mieć do mostek,0
serio chcieć cichy stadion,0
co to mieć być face_with_tears_of_joy,0
to się spodziewany po ty zawiodłeś my dzień,0
wiedzieć ale prezentacja móc zrobić bez naklejka,0
nie wiedzieć głupi być,0
po wczorajszy wpis wydawać ja się że nie będziesz chyba smutny z ten powód,0
pseudonim w jaki telewizja mówić,0
zadbać tuska kopacz gersdorf móc zrozumieć coś a tak wogóle gdzie swastyka w profilowy,0
dobrze z gowniarskie popisywanie się na twitter leżeć w obowiązek wiceprezes mistrz polski winning_face,0
pani zbyszko ciężki to być piłka lekarski a nie nożny grinding_face,0
brawo wy kupon wchodzić,0
hehe lechia chyba się trochę wygłupiać ten lizaniem dupa kolejorzowi i transparent wszystek do sydney pozatym to z co do co,0
i jebane oszustwo z sprawiedliwościa być eknięty,0
rozumieć że raport pomeczowy który dostać będzie szczegółowy face_with_tears_of_joy,0
jak znaleźć ja gdzie tak napisałem to stawiać ty whisky a jak nie to ty ja zgoda smiling_face_with_smiling_eyes,0
przez chwila ja nie mieć weryfikacja obserwowanych i obserwować jak co środa,0
w ten sposób móc wyjść na_przykład kebab king grinding_face_with_sweat,0
no i niestety nie mieć odpowiedź face_with_tears_of_joy,0
susza w kraj wisla prawie wyschnąć widać to po gra dwa klub o nazwa jeden rzeka,0
na zoliborzu pożar w burdel sondaż w dół przez mateuszkakłamczucha,0
czemu oznaczyć tylko kluba a już nie,0
przecież ten połączenie to jakiś mem być,0
ej co to za strona,0
co to być bo się nie znać p,0
ja wlasnie mieć palec w dupa i mowa sprawdzać,0
wiedzieć domyślić się ale marcy na serio myśl że kiedyś będzie trener wisły,0
od dzisiaj zamiast dzienie dobry będę mówić przepraszać,0
kolejny przykład że ten radio dla gimbaza,0
szukać on przez wybór a okradliscie on o wybór,0
ja podać swój na dm oki,0
mój tata wbić sobie nóż w palec już wiedzieć po kto być taki sierota,0
to że reprezentacja to nie miejsce do to,0
gersdorf już nie być szefowa krajowy rada sądownictwo złożyć rezygnacjęnkrs n,0
po polski pisać się przy polski granica nieuk,0
z gra nawet powinna,0
jako przyklad podać że sprzedać zawodnik za milion milion dla twente dla funduszumądry czlowiek z on,0
z to co wiedzieć większość katecheta nie mieć żaden wykształcenie poza kiepski katechizmowy,0
on oba być na ten sam poziom żaden z on w swój kraj nica nie znaczyć,0
sługo komuna ile jeszcze jad z twój pysk się wylać,1
zły publiczny kicz to przemówienie w dzienie żołnierz,0
nie umknąć kuba mimo że być wolny zawodnik nie zostać wyrejestrować z jagiellonii i zarejestrować do stal,0
szanować dobrze wydać kasa na,0
mój dwa koleżanka z rok być zaręczyć,0
o caluje herb więc pewnie wychowanek albo gra w kluba od kilkanaście rok,0
byle nie na ściana zacny instytut arystokracjatynku,0
trzeba zapytać czy to być grzech wyznaczalny czy jednak już nie,0
wysoki por żeby ktoś podjąć jasny i odważny decyzja egzekwować prawo,0
żyć dla pączek od sowa,0
i ty się wypowiadać na temat niezależność chyba od rozum,0
ja wy dać miłość kurde beaming_face_with_smiling_eyes,0
jedyny dobry aspekt zakończenie dzień babcia i dziadkanprzestali puszczać reklama bardzo kochać swój dziadkowie w mój serce zawsze soma,0
oczywisty być że to iż potrafić słaby skład wygrywać nie oznaczać że będzie tak wiecznie,0
